Prompt: E = 4.29288, Q = 8808.75, Time = 2025-08-30 03:06:38.6
Delayed: E = 2.18957, Q = 4865.09, Time = 2025-10-04 21:04:21.1
Prompt: E = 4.68769, Q = 9597.07, Time = 2025-10-04 21:39:41.8
Delayed: E = 2.30659, Q = 4931.91, Time = 2025-10-04 21:39:41.8
Prompt: E = 7.79685, Q = 14589.7, Time = 2025-10-04 22:22:41.4
Delayed: E = 2.1706, Q = 4365.78, Time = 2025-10-04 22:22:41.4
Prompt: E = 3.14924, Q = 6590.05, Time = 2025-10-04 22:33:50.0
Delayed: E = 2.24632, Q = 4816.68, Time = 2025-10-04 22:33:50.0
Prompt: E = 5.76981, Q = 11693.2, Time = 2025-10-04 22:43:11.5
Delayed: E = 2.20451, Q = 4815.87, Time = 2025-10-04 22:43:11.5
Prompt: E = 5.20175, Q = 10216.8, Time = 2025-10-05 02:08:27.2
Delayed: E = 2.25379, Q = 4682.34, Time = 2025-10-05 02:08:27.2
Prompt: E = 4.92196, Q = 10035.8, Time = 2025-10-05 02:11:37.8
Delayed: E = 2.24307, Q = 4762.52, Time = 2025-10-05 02:11:37.8
Prompt: E = 2.72827, Q = 5896.02, Time = 2025-10-05 02:14:41.5
Delayed: E = 2.23579, Q = 4906.37, Time = 2025-10-05 02:14:41.5
Prompt: E = 4.11548, Q = 8581.98, Time = 2025-10-05 05:40:25.0
Delayed: E = 2.21073, Q = 4883.01, Time = 2025-10-05 05:40:25.0
Prompt: E = 1.50949, Q = 3391.72, Time = 2025-10-05 06:14:18.2
Delayed: E = 2.1636, Q = 4600.54, Time = 2025-10-05 06:14:18.2
Prompt: E = 3.39787, Q = 7220.8, Time = 2025-10-05 06:14:29.2
Delayed: E = 2.30245, Q = 4910.1, Time = 2025-10-05 06:14:29.2
Prompt: E = 5.82636, Q = 11520.7, Time = 2025-10-05 06:37:13.0
Delayed: E = 2.22667, Q = 4606.14, Time = 2025-10-05 06:37:13.0
Prompt: E = 4.58331, Q = 9160.2, Time = 2025-10-05 07:15:34.9
Delayed: E = 2.14167, Q = 4490.71, Time = 2025-10-05 07:15:34.9
Prompt: E = 2.24489, Q = 4643.51, Time = 2025-10-05 07:32:22.6
Delayed: E = 2.27473, Q = 4727.75, Time = 2025-10-05 07:32:22.6
Prompt: E = 10.2371, Q = 19608.2, Time = 2025-10-05 08:26:51.1
Delayed: E = 2.24044, Q = 4668.12, Time = 2025-10-05 08:26:51.1
Prompt: E = 3.22619, Q = 6566.11, Time = 2025-10-05 09:16:07.4
Delayed: E = 2.17426, Q = 4541.97, Time = 2025-10-05 09:16:07.4
Prompt: E = 5.1601, Q = 10659, Time = 2025-10-05 09:38:35.7
Delayed: E = 2.23995, Q = 4900, Time = 2025-10-05 09:38:35.7
Prompt: E = 5.61128, Q = 11881.6, Time = 2025-10-05 10:52:47.9
Delayed: E = 2.24444, Q = 5138.48, Time = 2025-10-05 10:52:47.9
Prompt: E = 6.06804, Q = 11477, Time = 2025-10-05 11:05:19.6
Delayed: E = 2.26201, Q = 4447.35, Time = 2025-10-05 11:05:19.6
Prompt: E = 5.7659, Q = 11911, Time = 2025-10-05 11:47:47.5
Delayed: E = 2.21258, Q = 4869.54, Time = 2025-10-05 11:47:47.5
Prompt: E = 3.72474, Q = 7254.33, Time = 2025-10-05 12:14:22.5
Delayed: E = 2.21432, Q = 4502.33, Time = 2025-10-05 12:14:22.5
Prompt: E = 2.26772, Q = 4951.66, Time = 2025-10-05 12:47:49.0
Delayed: E = 2.25551, Q = 4956.45, Time = 2025-10-05 12:47:49.0
Prompt: E = 2.87037, Q = 5638.26, Time = 2025-10-05 13:28:48.5
Delayed: E = 2.17933, Q = 4522.62, Time = 2025-10-05 13:28:48.5
Prompt: E = 6.08245, Q = 12618.8, Time = 2025-10-05 14:19:41.6
Delayed: E = 2.27243, Q = 5052.94, Time = 2025-10-05 14:19:41.6
Prompt: E = 2.34077, Q = 5029.57, Time = 2025-10-05 14:25:25.2
Delayed: E = 2.26747, Q = 4817.92, Time = 2025-10-05 14:25:25.2
Prompt: E = 5.99493, Q = 12224.5, Time = 2025-10-05 14:28:05.6
Delayed: E = 2.1232, Q = 4589.76, Time = 2025-10-05 14:28:05.6
Prompt: E = 4.84558, Q = 9392.06, Time = 2025-10-05 14:40:48.5
Delayed: E = 2.28399, Q = 4782.39, Time = 2025-10-05 14:40:48.5
Prompt: E = 5.14347, Q = 10421.6, Time = 2025-10-05 14:41:37.4
Delayed: E = 2.26719, Q = 4882.85, Time = 2025-10-05 14:41:37.4
Prompt: E = 5.41333, Q = 10629, Time = 2025-10-05 16:07:51.5
Delayed: E = 2.20649, Q = 4548.18, Time = 2025-10-05 16:07:51.5
Prompt: E = 4.03064, Q = 8522.79, Time = 2025-10-05 16:32:42.5
Delayed: E = 2.26339, Q = 4889.1, Time = 2025-10-05 16:32:42.5
Prompt: E = 4.28912, Q = 8358.47, Time = 2025-10-05 16:56:36.1
Delayed: E = 2.24335, Q = 4572, Time = 2025-10-05 16:56:36.1
Prompt: E = 4.72629, Q = 9295.75, Time = 2025-10-05 17:49:34.3
Delayed: E = 2.22299, Q = 4891.98, Time = 2025-10-05 17:49:34.3
Prompt: E = 2.24922, Q = 4702.4, Time = 2025-10-05 19:34:53.3
Delayed: E = 2.28465, Q = 4647.78, Time = 2025-10-05 19:34:53.3
Prompt: E = 3.79363, Q = 7796.64, Time = 2025-10-05 20:17:41.9
Delayed: E = 2.23507, Q = 4680.85, Time = 2025-10-05 20:17:41.9
Prompt: E = 3.83111, Q = 7807.09, Time = 2025-10-05 20:25:56.3
Delayed: E = 2.24565, Q = 4807.15, Time = 2025-10-05 20:25:56.3
Prompt: E = 5.29271, Q = 10300.8, Time = 2025-10-05 20:28:32.4
Delayed: E = 2.27896, Q = 4765.32, Time = 2025-10-05 20:28:32.4
Prompt: E = 6.46283, Q = 12707.9, Time = 2025-10-05 20:28:32.8
Delayed: E = 2.21414, Q = 4709.4, Time = 2025-10-05 20:28:32.8
Prompt: E = 6.28992, Q = 12488.8, Time = 2025-10-05 20:50:04.1
Delayed: E = 2.2493, Q = 4661.83, Time = 2025-10-05 20:50:04.1
Prompt: E = 2.28359, Q = 4613.9, Time = 2025-10-05 20:57:37.5
Delayed: E = 2.29428, Q = 4550.8, Time = 2025-10-05 20:57:37.5
Prompt: E = 2.33947, Q = 5212.61, Time = 2025-10-05 22:25:11.2
Delayed: E = 2.22296, Q = 4911.24, Time = 2025-10-05 22:25:11.2
Prompt: E = 2.79237, Q = 5664.33, Time = 2025-10-05 22:50:27.4
Delayed: E = 2.26943, Q = 4782.92, Time = 2025-10-05 22:50:27.4
Prompt: E = 6.82663, Q = 13911.6, Time = 2025-10-05 23:27:06.0
Delayed: E = 2.21687, Q = 4739.35, Time = 2025-10-05 23:27:06.0
Prompt: E = 2.93437, Q = 6211.46, Time = 2025-10-06 00:42:18.2
Delayed: E = 2.3795, Q = 5016.51, Time = 2025-10-06 00:42:18.2
Prompt: E = 2.80354, Q = 6005.92, Time = 2025-10-06 01:28:14.7
Delayed: E = 2.32962, Q = 4982.32, Time = 2025-10-06 01:28:14.7
Prompt: E = 1.49525, Q = 3340.18, Time = 2025-10-06 02:09:18.8
Delayed: E = 2.29166, Q = 4957.47, Time = 2025-10-06 02:09:18.8
Prompt: E = 7.22678, Q = 15063.8, Time = 2025-10-06 03:11:35.5
Delayed: E = 2.21678, Q = 4889.71, Time = 2025-10-06 03:11:35.5
Prompt: E = 6.03219, Q = 11537.9, Time = 2025-10-06 04:06:14.0
Delayed: E = 2.19736, Q = 4471.88, Time = 2025-10-06 04:06:14.0
Prompt: E = 6.28918, Q = 12733.7, Time = 2025-10-06 04:14:38.3
Delayed: E = 2.22207, Q = 4766.5, Time = 2025-10-06 04:14:38.3
Prompt: E = 5.38118, Q = 11345.8, Time = 2025-10-06 04:39:51.6
Delayed: E = 2.25064, Q = 4966.69, Time = 2025-10-06 04:39:51.6
Prompt: E = 2.27298, Q = 4879.95, Time = 2025-10-06 04:46:36.7
Delayed: E = 2.23892, Q = 4792.65, Time = 2025-10-06 04:46:36.7
Prompt: E = 1.30194, Q = 2857.54, Time = 2025-10-06 04:50:39.3
Delayed: E = 2.29126, Q = 4677.38, Time = 2025-10-06 04:50:39.3
Prompt: E = 4.38552, Q = 8770.46, Time = 2025-10-06 05:06:47.5
Delayed: E = 2.25282, Q = 4712.22, Time = 2025-10-06 05:06:47.5
Prompt: E = 7.69517, Q = 14659.2, Time = 2025-10-06 06:17:08.5
Delayed: E = 2.29611, Q = 4657.35, Time = 2025-10-06 06:17:08.5
Prompt: E = 5.05533, Q = 9592.42, Time = 2025-10-06 06:37:54.2
Delayed: E = 2.26679, Q = 4566.46, Time = 2025-10-06 06:37:54.2
Prompt: E = 1.18848, Q = 2709.73, Time = 2025-10-06 07:31:35.2
Delayed: E = 2.25185, Q = 4884.59, Time = 2025-10-06 07:31:35.2
Prompt: E = 7.35246, Q = 14502.3, Time = 2025-10-06 07:46:06.4
Delayed: E = 2.28461, Q = 4851.64, Time = 2025-10-06 07:46:06.4
Prompt: E = 1.60093, Q = 3552.48, Time = 2025-10-06 07:51:25.6
Delayed: E = 2.20644, Q = 4677.26, Time = 2025-10-06 07:51:25.6
Prompt: E = 3.29624, Q = 6587.5, Time = 2025-10-06 08:46:56.3
Delayed: E = 2.18625, Q = 4488.81, Time = 2025-10-06 08:46:56.3
Prompt: E = 1.44046, Q = 3311.32, Time = 2025-10-06 08:56:33.0
Delayed: E = 2.17557, Q = 4751.04, Time = 2025-10-06 08:56:33.0
Prompt: E = 1.39655, Q = 3142.25, Time = 2025-10-06 09:02:28.7
Delayed: E = 2.2406, Q = 5018.83, Time = 2025-10-06 09:02:28.7
Prompt: E = 3.53952, Q = 7254.26, Time = 2025-10-06 09:30:23.4
Delayed: E = 2.23465, Q = 4679.38, Time = 2025-10-06 09:30:23.4
Prompt: E = 5.22045, Q = 10740.7, Time = 2025-10-06 09:31:39.1
Delayed: E = 2.25402, Q = 4838.18, Time = 2025-10-06 09:31:39.1
Prompt: E = 1.76339, Q = 3942.45, Time = 2025-10-06 10:40:34.6
Delayed: E = 2.21002, Q = 4715.5, Time = 2025-10-06 10:40:34.6
Prompt: E = 3.36932, Q = 6419.62, Time = 2025-10-06 11:29:31.6
Delayed: E = 2.18163, Q = 4263.73, Time = 2025-10-06 11:29:31.6
Prompt: E = 1.23945, Q = 2851.01, Time = 2025-10-06 11:32:32.4
Delayed: E = 2.32459, Q = 4870.46, Time = 2025-10-06 11:32:32.4
Prompt: E = 2.11035, Q = 4304.36, Time = 2025-10-06 12:06:00.5
Delayed: E = 2.43993, Q = 4863.87, Time = 2025-10-06 12:06:00.5
Prompt: E = 1.25059, Q = 2891.57, Time = 2025-10-06 13:46:06.2
Delayed: E = 2.22559, Q = 4859.94, Time = 2025-10-06 13:46:06.2
Prompt: E = 3.48802, Q = 6667.02, Time = 2025-10-06 14:23:32.1
Delayed: E = 2.17745, Q = 4285.38, Time = 2025-10-06 14:23:32.1
Prompt: E = 3.87427, Q = 7451.49, Time = 2025-10-06 14:27:08.6
Delayed: E = 2.15379, Q = 4640.39, Time = 2025-10-06 14:27:08.6
Prompt: E = 5.50327, Q = 10817.7, Time = 2025-10-06 14:57:04.6
Delayed: E = 2.20193, Q = 4485.83, Time = 2025-10-06 14:57:04.6
Prompt: E = 5.11054, Q = 10204.2, Time = 2025-10-06 15:32:01.3
Delayed: E = 2.26252, Q = 4709.6, Time = 2025-10-06 15:32:01.3
Prompt: E = 2.05707, Q = 4390.76, Time = 2025-10-06 17:04:52.7
Delayed: E = 2.19392, Q = 4618.96, Time = 2025-10-06 17:04:52.7
Prompt: E = 5.30322, Q = 10297.2, Time = 2025-10-06 17:41:55.9
Delayed: E = 2.29026, Q = 4881.37, Time = 2025-10-06 17:41:55.9
Prompt: E = 2.94738, Q = 6325.31, Time = 2025-10-06 17:53:51.9
Delayed: E = 2.36122, Q = 4984.47, Time = 2025-10-06 17:53:51.9
Prompt: E = 4.64132, Q = 9405.32, Time = 2025-10-06 18:29:29.3
Delayed: E = 2.23944, Q = 4716.99, Time = 2025-10-06 18:29:29.3
Prompt: E = 4.69092, Q = 9809.82, Time = 2025-10-06 18:30:17.2
Delayed: E = 2.1836, Q = 4799.87, Time = 2025-10-06 18:30:17.2
Prompt: E = 5.24893, Q = 10841, Time = 2025-10-06 18:44:43.8
Delayed: E = 2.27131, Q = 5036.7, Time = 2025-10-06 18:44:43.8
Prompt: E = 2.7862, Q = 5977.03, Time = 2025-10-06 18:58:20.4
Delayed: E = 2.40552, Q = 5217.93, Time = 2025-10-06 18:58:20.4
Prompt: E = 4.09399, Q = 8300.65, Time = 2025-10-06 19:34:11.2
Delayed: E = 2.14385, Q = 4564.25, Time = 2025-10-06 19:34:11.2
Prompt: E = 3.17387, Q = 6909.02, Time = 2025-10-06 19:36:10.3
Delayed: E = 2.34894, Q = 5159.48, Time = 2025-10-06 19:36:10.3
Prompt: E = 5.5256, Q = 11670.9, Time = 2025-10-06 19:49:10.5
Delayed: E = 2.17291, Q = 4851.24, Time = 2025-10-06 19:49:10.5
Prompt: E = 3.40001, Q = 7188.42, Time = 2025-10-06 19:52:00.3
Delayed: E = 2.22901, Q = 4903.94, Time = 2025-10-06 19:52:00.3
Prompt: E = 4.02451, Q = 7979.12, Time = 2025-10-06 19:57:24.4
Delayed: E = 2.14792, Q = 4490.23, Time = 2025-10-06 19:57:24.4
Prompt: E = 6.95736, Q = 14214.3, Time = 2025-10-06 20:05:23.7
Delayed: E = 2.25049, Q = 4935.01, Time = 2025-10-06 20:05:23.7
Prompt: E = 4.29092, Q = 8504.24, Time = 2025-10-06 21:12:26.1
Delayed: E = 2.24692, Q = 4654.4, Time = 2025-10-06 21:12:26.1
Prompt: E = 5.32795, Q = 10294.2, Time = 2025-10-06 21:50:03.5
Delayed: E = 2.36587, Q = 4718.78, Time = 2025-10-06 21:50:03.5
Prompt: E = 5.85926, Q = 11617.5, Time = 2025-10-06 23:20:13.2
Delayed: E = 2.17874, Q = 4497.88, Time = 2025-10-06 23:20:13.2
Prompt: E = 2.40821, Q = 4810.45, Time = 2025-10-06 23:25:06.3
Delayed: E = 2.21194, Q = 4525.02, Time = 2025-10-06 23:25:06.3
Prompt: E = 5.13798, Q = 9887.78, Time = 2025-10-07 00:20:10.7
Delayed: E = 2.23141, Q = 4664.75, Time = 2025-10-07 00:20:10.7
Prompt: E = 3.77083, Q = 7798.63, Time = 2025-10-07 00:29:49.4
Delayed: E = 2.25877, Q = 4826.16, Time = 2025-10-07 00:29:49.4
Prompt: E = 3.21493, Q = 6865.8, Time = 2025-10-07 00:30:05.6
Delayed: E = 2.14272, Q = 4783.88, Time = 2025-10-07 00:30:05.6
Prompt: E = 5.13494, Q = 9987.33, Time = 2025-10-07 01:11:56.0
Delayed: E = 2.22566, Q = 4469.74, Time = 2025-10-07 01:11:56.0
Prompt: E = 1.24399, Q = 2702.43, Time = 2025-10-07 01:20:14.7
Delayed: E = 2.24719, Q = 4607.15, Time = 2025-10-07 01:20:14.7
Prompt: E = 4.00607, Q = 7961.97, Time = 2025-10-07 01:28:05.2
Delayed: E = 2.29497, Q = 4670.36, Time = 2025-10-07 01:28:05.2
Prompt: E = 4.55584, Q = 9369.78, Time = 2025-10-07 02:46:15.0
Delayed: E = 2.22735, Q = 4774, Time = 2025-10-07 02:46:15.0
Prompt: E = 5.91413, Q = 12102.8, Time = 2025-10-07 04:32:31.0
Delayed: E = 2.22885, Q = 4879, Time = 2025-10-07 04:32:31.0
Prompt: E = 6.7211, Q = 13871.4, Time = 2025-10-07 04:45:14.7
Delayed: E = 2.2009, Q = 4788.1, Time = 2025-10-07 04:45:14.7
Prompt: E = 5.51747, Q = 11420.6, Time = 2025-10-07 05:36:13.0
Delayed: E = 2.2625, Q = 4969.46, Time = 2025-10-07 05:36:13.0
Prompt: E = 4.8801, Q = 9442.81, Time = 2025-10-07 05:37:45.2
Delayed: E = 2.34077, Q = 4702.78, Time = 2025-10-07 05:37:45.2
Prompt: E = 1.55112, Q = 3582.28, Time = 2025-10-07 06:15:14.8
Delayed: E = 2.13716, Q = 4721.57, Time = 2025-10-07 06:15:14.8
Prompt: E = 2.12539, Q = 4452.19, Time = 2025-10-07 08:44:05.1
Delayed: E = 2.29786, Q = 4712.07, Time = 2025-10-07 08:44:05.1
Prompt: E = 7.391, Q = 14423.7, Time = 2025-10-07 09:18:39.9
Delayed: E = 2.27205, Q = 4686.88, Time = 2025-10-07 09:18:39.9
Prompt: E = 5.11224, Q = 10225, Time = 2025-10-07 09:31:48.8
Delayed: E = 2.31155, Q = 5023.16, Time = 2025-10-07 09:31:48.8
Prompt: E = 9.3004, Q = 18505.9, Time = 2025-10-07 09:54:02.6
Delayed: E = 2.24199, Q = 4734.18, Time = 2025-10-07 09:54:02.6
Prompt: E = 5.80065, Q = 11562.4, Time = 2025-10-07 10:03:51.8
Delayed: E = 2.22726, Q = 4657.29, Time = 2025-10-07 10:03:51.8
Prompt: E = 6.51694, Q = 12389.6, Time = 2025-10-07 11:01:52.7
Delayed: E = 2.32891, Q = 4767.94, Time = 2025-10-07 11:01:52.7
Prompt: E = 5.24427, Q = 10082.1, Time = 2025-10-07 11:09:51.7
Delayed: E = 2.28369, Q = 4621.38, Time = 2025-10-07 11:09:51.7
Prompt: E = 4.73854, Q = 9257.93, Time = 2025-10-07 11:42:35.7
Delayed: E = 2.16568, Q = 4404.11, Time = 2025-10-07 11:42:35.7
Prompt: E = 5.15065, Q = 9871.29, Time = 2025-10-07 11:56:45.1
Delayed: E = 2.31622, Q = 4668.6, Time = 2025-10-07 11:56:45.1
Prompt: E = 5.13089, Q = 10221.9, Time = 2025-10-07 12:20:53.5
Delayed: E = 2.18038, Q = 4511.23, Time = 2025-10-07 12:20:53.5
Prompt: E = 2.74822, Q = 5656.19, Time = 2025-10-07 12:31:45.2
Delayed: E = 2.19147, Q = 4400.74, Time = 2025-10-07 12:31:45.2
Prompt: E = 4.20772, Q = 8911.9, Time = 2025-10-07 12:47:51.7
Delayed: E = 2.25069, Q = 4938.83, Time = 2025-10-07 12:47:51.7
Prompt: E = 3.13436, Q = 6652.98, Time = 2025-10-07 12:55:27.9
Delayed: E = 2.31387, Q = 5182.96, Time = 2025-10-07 12:55:27.9
Prompt: E = 4.27082, Q = 8434.53, Time = 2025-10-07 13:31:24.6
Delayed: E = 2.35507, Q = 4759.13, Time = 2025-10-07 13:31:24.6
Prompt: E = 2.78228, Q = 5933.84, Time = 2025-10-07 13:38:18.1
Delayed: E = 2.29072, Q = 4921.08, Time = 2025-10-07 13:38:18.1
Prompt: E = 1.30557, Q = 3006.97, Time = 2025-10-07 13:53:23.6
Delayed: E = 2.38773, Q = 5196.53, Time = 2025-10-07 13:53:23.6
Prompt: E = 3.22066, Q = 7035.85, Time = 2025-10-07 15:14:29.0
Delayed: E = 2.17951, Q = 4837.9, Time = 2025-10-07 15:14:29.0
Prompt: E = 2.86844, Q = 6040.16, Time = 2025-10-07 15:22:41.1
Delayed: E = 2.16886, Q = 4696.73, Time = 2025-10-07 15:22:41.1
Prompt: E = 2.67924, Q = 5788.52, Time = 2025-10-07 15:23:24.4
Delayed: E = 2.25995, Q = 5104.71, Time = 2025-10-07 15:23:24.4
Prompt: E = 6.42315, Q = 13240.4, Time = 2025-10-07 15:25:37.1
Delayed: E = 2.16471, Q = 4820.93, Time = 2025-10-07 15:25:37.1
Prompt: E = 1.44636, Q = 3098.58, Time = 2025-10-07 15:28:15.8
Delayed: E = 2.33711, Q = 4741.9, Time = 2025-10-07 15:28:15.8
Prompt: E = 1.94414, Q = 4039.66, Time = 2025-10-07 16:25:30.4
Delayed: E = 2.22758, Q = 4608.8, Time = 2025-10-07 16:25:30.4
Prompt: E = 3.07836, Q = 6531.13, Time = 2025-10-07 16:33:18.1
Delayed: E = 2.20465, Q = 4792.99, Time = 2025-10-07 16:33:18.1
Prompt: E = 8.69274, Q = 17874.3, Time = 2025-10-07 17:02:50.9
Delayed: E = 2.3118, Q = 5106.5, Time = 2025-10-07 17:02:50.9
Prompt: E = 5.25359, Q = 10608.5, Time = 2025-10-07 17:38:47.2
Delayed: E = 2.34239, Q = 4910.37, Time = 2025-10-07 17:38:47.2
Prompt: E = 1.7035, Q = 3716.78, Time = 2025-10-07 19:06:57.2
Delayed: E = 2.20216, Q = 5007.68, Time = 2025-10-07 19:06:57.2
Prompt: E = 1.4784, Q = 3377.39, Time = 2025-10-07 19:46:55.6
Delayed: E = 2.17748, Q = 4649.91, Time = 2025-10-07 19:46:55.6
Prompt: E = 2.8576, Q = 5571.74, Time = 2025-10-07 19:54:19.7
Delayed: E = 2.22375, Q = 4473.95, Time = 2025-10-07 19:54:19.7
Prompt: E = 3.96592, Q = 7839.32, Time = 2025-10-07 20:11:27.5
Delayed: E = 2.12651, Q = 4393.18, Time = 2025-10-07 20:11:27.5
Prompt: E = 5.83616, Q = 11311.9, Time = 2025-10-07 20:32:23.7
Delayed: E = 2.25077, Q = 4737.96, Time = 2025-10-07 20:32:23.7
Prompt: E = 4.66569, Q = 8942.62, Time = 2025-10-07 21:38:04.8
Delayed: E = 2.30575, Q = 4743.28, Time = 2025-10-07 21:38:04.8
Prompt: E = 1.17646, Q = 2494.99, Time = 2025-10-07 23:15:56.4
Delayed: E = 2.20491, Q = 4315.44, Time = 2025-10-07 23:15:56.4
Prompt: E = 3.90617, Q = 7688.74, Time = 2025-10-07 23:34:58.3
Delayed: E = 2.23436, Q = 4615.27, Time = 2025-10-07 23:34:58.3
Prompt: E = 2.22948, Q = 4851.15, Time = 2025-10-07 23:58:29.6
Delayed: E = 2.29995, Q = 4860.51, Time = 2025-10-07 23:58:29.6
Prompt: E = 4.12316, Q = 7966.23, Time = 2025-10-08 01:09:12.7
Delayed: E = 2.26497, Q = 4530.96, Time = 2025-10-08 01:09:12.7
Prompt: E = 6.72952, Q = 13316.3, Time = 2025-10-08 01:59:38.4
Delayed: E = 2.19682, Q = 4660.12, Time = 2025-10-08 01:59:38.4
Prompt: E = 5.45999, Q = 10640.8, Time = 2025-10-08 02:08:52.6
Delayed: E = 2.24035, Q = 4702.2, Time = 2025-10-08 02:08:52.6
Prompt: E = 3.72114, Q = 7722.74, Time = 2025-10-08 02:24:45.7
Delayed: E = 2.23862, Q = 4694.51, Time = 2025-10-08 02:24:45.7
Prompt: E = 2.77783, Q = 6221.78, Time = 2025-10-08 02:52:55.8
Delayed: E = 2.27109, Q = 5100.22, Time = 2025-10-08 02:52:55.8
Prompt: E = 4.74736, Q = 9466.32, Time = 2025-10-08 04:59:30.9
Delayed: E = 2.33649, Q = 4848.9, Time = 2025-10-08 04:59:30.9
Prompt: E = 2.48961, Q = 5129.34, Time = 2025-10-08 05:51:06.3
Delayed: E = 2.23567, Q = 4733.45, Time = 2025-10-08 05:51:06.3
Prompt: E = 3.98599, Q = 8172.16, Time = 2025-10-08 06:01:56.1
Delayed: E = 2.15263, Q = 4537.66, Time = 2025-10-08 06:01:56.1
Prompt: E = 3.81627, Q = 7792.01, Time = 2025-10-08 06:07:44.6
Delayed: E = 2.17802, Q = 4709.69, Time = 2025-10-08 06:07:44.6
Prompt: E = 6.03777, Q = 12443.8, Time = 2025-10-08 06:12:43.0
Delayed: E = 2.20823, Q = 4740.18, Time = 2025-10-08 06:12:43.0
Prompt: E = 5.4796, Q = 11392.8, Time = 2025-10-08 06:12:43.1
Delayed: E = 2.28193, Q = 5099.54, Time = 2025-10-08 06:12:43.1
Prompt: E = 4.44789, Q = 9109.76, Time = 2025-10-08 06:33:49.0
Delayed: E = 2.23581, Q = 4802.18, Time = 2025-10-08 06:33:49.0
Prompt: E = 3.1423, Q = 6388.54, Time = 2025-10-08 07:06:40.2
Delayed: E = 2.26579, Q = 4827.09, Time = 2025-10-08 07:06:40.2
Prompt: E = 5.76392, Q = 11479.7, Time = 2025-10-08 07:49:27.9
Delayed: E = 2.21786, Q = 4750.05, Time = 2025-10-08 07:49:27.9
Prompt: E = 3.94736, Q = 8217.39, Time = 2025-10-08 08:02:22.2
Delayed: E = 2.14909, Q = 4701.91, Time = 2025-10-08 08:02:22.2
Prompt: E = 6.12195, Q = 12555.2, Time = 2025-10-08 08:06:39.2
Delayed: E = 2.32242, Q = 5161.18, Time = 2025-10-08 08:06:39.2
Prompt: E = 4.84672, Q = 9327.15, Time = 2025-10-08 08:18:25.5
Delayed: E = 2.29614, Q = 4640.57, Time = 2025-10-08 08:18:25.5
Prompt: E = 2.73567, Q = 5804.49, Time = 2025-10-08 08:38:35.2
Delayed: E = 2.1562, Q = 4870.17, Time = 2025-10-08 08:38:35.2
Prompt: E = 4.61338, Q = 9180.34, Time = 2025-10-08 09:48:50.3
Delayed: E = 2.29472, Q = 4707.5, Time = 2025-10-08 09:48:50.3
Prompt: E = 3.892, Q = 8244.42, Time = 2025-10-08 10:18:07.6
Delayed: E = 2.2615, Q = 4943.31, Time = 2025-10-08 10:18:07.6
Prompt: E = 4.10731, Q = 8108.86, Time = 2025-10-08 10:19:19.8
Delayed: E = 2.30428, Q = 4514.54, Time = 2025-10-08 10:19:19.8
Prompt: E = 4.37454, Q = 9421.85, Time = 2025-10-08 11:13:32.8
Delayed: E = 2.15565, Q = 4801.13, Time = 2025-10-08 11:13:32.8
Prompt: E = 2.15671, Q = 4345.2, Time = 2025-10-08 12:31:34.5
Delayed: E = 2.31644, Q = 4537.2, Time = 2025-10-08 12:31:34.5
Prompt: E = 3.60885, Q = 6979.11, Time = 2025-10-08 12:36:02.5
Delayed: E = 2.38722, Q = 4894.9, Time = 2025-10-08 12:36:02.5
Prompt: E = 4.31594, Q = 8772.51, Time = 2025-10-08 13:25:23.9
Delayed: E = 2.11545, Q = 4477.48, Time = 2025-10-08 13:25:23.9
Prompt: E = 9.31823, Q = 18296.1, Time = 2025-10-08 13:52:09.3
Delayed: E = 2.17576, Q = 4608.68, Time = 2025-10-08 13:52:09.3
Prompt: E = 3.23408, Q = 6689.49, Time = 2025-10-08 14:16:03.0
Delayed: E = 2.09029, Q = 4385.57, Time = 2025-10-08 14:16:03.0
Prompt: E = 3.74051, Q = 7800.01, Time = 2025-10-08 14:37:33.6
Delayed: E = 2.33758, Q = 5021.32, Time = 2025-10-08 14:37:33.6
Prompt: E = 3.35512, Q = 6397.11, Time = 2025-10-08 14:55:17.8
Delayed: E = 2.17144, Q = 4386.93, Time = 2025-10-08 14:55:17.8
Prompt: E = 4.13844, Q = 7981.74, Time = 2025-10-08 15:09:32.1
Delayed: E = 2.27206, Q = 4588.75, Time = 2025-10-08 15:09:32.1
Prompt: E = 4.32435, Q = 8847.99, Time = 2025-10-08 15:31:16.8
Delayed: E = 2.28953, Q = 4852.44, Time = 2025-10-08 15:31:16.8
Prompt: E = 5.16049, Q = 9957.35, Time = 2025-10-08 15:57:51.1
Delayed: E = 2.10933, Q = 4375.64, Time = 2025-10-08 15:57:51.1
Prompt: E = 6.84102, Q = 13181.3, Time = 2025-10-08 17:37:51.3
Delayed: E = 2.27698, Q = 4611.09, Time = 2025-10-08 17:37:51.3
Prompt: E = 4.0707, Q = 8580.94, Time = 2025-10-08 17:52:42.1
Delayed: E = 2.26564, Q = 4839.33, Time = 2025-10-08 17:52:42.1
Prompt: E = 0.980984, Q = 2573.43, Time = 2025-10-08 18:30:27.7
Delayed: E = 2.11273, Q = 3974.68, Time = 2025-10-08 18:30:27.7
Prompt: E = 2.98475, Q = 6467.14, Time = 2025-10-08 18:32:40.3
Delayed: E = 2.32201, Q = 5109.94, Time = 2025-10-08 18:32:40.3
Prompt: E = 4.44562, Q = 8920.07, Time = 2025-10-08 19:30:03.4
Delayed: E = 2.18212, Q = 4606.77, Time = 2025-10-08 19:30:03.4
