Prompt: E = 4.29288, Time = 2025-08-30 03:06:38.6
Prompt: E = 4.87184, Time = 2025-10-09 18:40:14.7
Delayed: E = 2.29581, Time = 2025-10-09 18:40:14.7
Prompt: E = 4.2951, Time = 2025-10-09 19:17:33.7
Delayed: E = 2.26137, Time = 2025-10-09 19:17:33.7
Prompt: E = 4.62599, Time = 2025-10-09 19:44:47.5
Delayed: E = 2.18674, Time = 2025-10-09 19:44:47.5
Prompt: E = 1.4311, Time = 2025-10-09 19:58:39.8
Delayed: E = 2.26652, Time = 2025-10-09 19:58:39.8
Prompt: E = 5.74513, Time = 2025-10-09 20:01:52.4
Delayed: E = 2.35908, Time = 2025-10-09 20:01:52.4
Prompt: E = 4.80817, Time = 2025-10-09 20:02:30.7
Delayed: E = 2.26532, Time = 2025-10-09 20:02:30.7
Prompt: E = 4.34368, Time = 2025-10-10 00:18:09.8
Delayed: E = 2.27178, Time = 2025-10-10 00:18:09.8
Prompt: E = 5.85839, Time = 2025-10-10 00:46:55.9
Delayed: E = 2.20365, Time = 2025-10-10 00:46:55.9
Prompt: E = 1.12836, Time = 2025-10-10 00:46:59.1
Delayed: E = 2.22476, Time = 2025-10-10 00:46:59.1
Prompt: E = 5.25253, Time = 2025-10-10 00:49:54.1
Delayed: E = 2.18838, Time = 2025-10-10 00:49:54.1
Prompt: E = 3.70871, Time = 2025-10-10 02:48:28.2
Delayed: E = 2.31938, Time = 2025-10-10 02:48:28.2
Prompt: E = 3.54033, Time = 2025-10-10 04:14:15.7
Delayed: E = 2.212, Time = 2025-10-10 04:14:15.7
Prompt: E = 2.10451, Time = 2025-10-10 05:12:13.6
Delayed: E = 2.20349, Time = 2025-10-10 05:12:13.6
Prompt: E = 4.69319, Time = 2025-10-10 05:22:33.0
Delayed: E = 2.22642, Time = 2025-10-10 05:22:33.0
Prompt: E = 2.36101, Time = 2025-10-10 05:29:44.2
Delayed: E = 2.26592, Time = 2025-10-10 05:29:44.2
Prompt: E = 4.71555, Time = 2025-10-10 10:03:12.7
Delayed: E = 2.26494, Time = 2025-10-10 10:03:12.7
Prompt: E = 1.06823, Time = 2025-10-10 10:27:39.0
Delayed: E = 2.31066, Time = 2025-10-10 10:27:39.0
Prompt: E = 10.0666, Time = 2025-10-10 11:28:48.1
Delayed: E = 2.20621, Time = 2025-10-10 11:28:48.1
Prompt: E = 0.988983, Time = 2025-10-10 11:28:52.7
Delayed: E = 2.36729, Time = 2025-10-10 11:28:52.7
Prompt: E = 4.5377, Time = 2025-10-10 12:48:29.4
Delayed: E = 2.4029, Time = 2025-10-10 12:48:29.4
Prompt: E = 7.40201, Time = 2025-10-10 12:54:17.7
Delayed: E = 2.26212, Time = 2025-10-10 12:54:17.7
Prompt: E = 5.23702, Time = 2025-10-10 12:54:39.9
Delayed: E = 2.19905, Time = 2025-10-10 12:54:39.9
Prompt: E = 6.95431, Time = 2025-10-10 13:33:12.2
Delayed: E = 2.2782, Time = 2025-10-10 13:33:12.2
Prompt: E = 2.05498, Time = 2025-10-10 13:35:09.7
Delayed: E = 2.25969, Time = 2025-10-10 13:35:09.7
Prompt: E = 0.979904, Time = 2025-10-10 14:02:13.3
Delayed: E = 2.23416, Time = 2025-10-10 14:02:13.3
Prompt: E = 2.04798, Time = 2025-10-10 14:49:15.7
Delayed: E = 2.24088, Time = 2025-10-10 14:49:15.7
Prompt: E = 5.35707, Time = 2025-10-10 14:52:01.5
Delayed: E = 2.2554, Time = 2025-10-10 14:52:01.5
Prompt: E = 4.16553, Time = 2025-10-10 14:57:22.4
Delayed: E = 2.26499, Time = 2025-10-10 14:57:22.4
Prompt: E = 4.7029, Time = 2025-10-10 15:10:10.4
Delayed: E = 2.25069, Time = 2025-10-10 15:10:10.4
Prompt: E = 3.9637, Time = 2025-10-10 15:10:35.0
Delayed: E = 2.22284, Time = 2025-10-10 15:10:35.0
Prompt: E = 3.40978, Time = 2025-10-10 15:20:17.9
Delayed: E = 2.24804, Time = 2025-10-10 15:20:17.9
Prompt: E = 4.63922, Time = 2025-10-10 15:43:49.0
Delayed: E = 2.178, Time = 2025-10-10 15:43:49.0
Prompt: E = 5.30425, Time = 2025-10-10 16:14:32.5
Delayed: E = 2.2647, Time = 2025-10-10 16:14:32.5
Prompt: E = 3.08056, Time = 2025-10-10 18:19:52.6
Delayed: E = 2.22811, Time = 2025-10-10 18:19:52.6
Prompt: E = 9.67669, Time = 2025-10-10 18:43:19.7
Delayed: E = 2.23495, Time = 2025-10-10 18:43:19.7
Prompt: E = 5.1507, Time = 2025-10-10 21:05:40.9
Delayed: E = 2.18808, Time = 2025-10-10 21:05:40.9
Prompt: E = 2.39951, Time = 2025-10-10 21:09:56.9
Delayed: E = 2.27974, Time = 2025-10-10 21:09:56.9
Prompt: E = 2.40584, Time = 2025-10-10 21:44:53.5
Delayed: E = 2.33507, Time = 2025-10-10 21:44:53.5
Prompt: E = 3.13239, Time = 2025-10-10 21:58:50.6
Delayed: E = 2.34921, Time = 2025-10-10 21:58:50.6
Prompt: E = 2.29742, Time = 2025-10-10 22:33:32.8
Delayed: E = 2.2572, Time = 2025-10-10 22:33:32.8
Prompt: E = 2.68226, Time = 2025-10-11 00:50:10.7
Delayed: E = 2.20999, Time = 2025-10-11 00:50:10.7
Prompt: E = 4.82615, Time = 2025-10-11 00:55:17.4
Delayed: E = 2.26685, Time = 2025-10-11 00:55:17.4
Prompt: E = 1.4958, Time = 2025-10-11 02:40:22.4
Delayed: E = 2.1927, Time = 2025-10-11 02:40:22.4
Prompt: E = 6.15521, Time = 2025-10-11 02:46:45.5
Delayed: E = 2.26972, Time = 2025-10-11 02:46:45.5
Prompt: E = 5.94481, Time = 2025-10-11 03:04:46.1
Delayed: E = 2.24621, Time = 2025-10-11 03:04:46.1
Prompt: E = 5.04174, Time = 2025-10-11 03:47:54.6
Delayed: E = 2.25844, Time = 2025-10-11 03:47:54.6
Prompt: E = 7.0676, Time = 2025-10-11 03:52:06.2
Delayed: E = 2.22712, Time = 2025-10-11 03:52:06.2
Prompt: E = 2.27654, Time = 2025-10-11 04:05:29.6
Delayed: E = 2.29137, Time = 2025-10-11 04:05:29.6
Prompt: E = 5.15294, Time = 2025-10-11 04:12:07.6
Delayed: E = 2.14059, Time = 2025-10-11 04:12:07.6
Prompt: E = 5.48854, Time = 2025-10-11 04:24:17.8
Delayed: E = 2.24409, Time = 2025-10-11 04:24:17.8
Prompt: E = 1.84784, Time = 2025-10-11 04:30:46.0
Delayed: E = 2.32569, Time = 2025-10-11 04:30:46.0
Prompt: E = 4.27935, Time = 2025-10-11 05:23:51.2
Delayed: E = 2.26661, Time = 2025-10-11 05:23:51.2
Prompt: E = 3.20796, Time = 2025-10-11 05:27:24.9
Delayed: E = 2.26036, Time = 2025-10-11 05:27:24.9
Prompt: E = 4.64526, Time = 2025-10-11 05:34:37.0
Delayed: E = 2.18681, Time = 2025-10-11 05:34:37.0
Prompt: E = 1.78871, Time = 2025-10-11 05:51:21.8
Delayed: E = 2.24644, Time = 2025-10-11 05:51:21.8
Prompt: E = 1.22074, Time = 2025-10-11 06:00:09.7
Delayed: E = 2.14554, Time = 2025-10-11 06:00:09.7
Prompt: E = 3.68476, Time = 2025-10-11 08:25:57.0
Delayed: E = 2.12812, Time = 2025-10-11 08:25:57.0
Prompt: E = 5.48542, Time = 2025-10-11 09:25:50.2
Delayed: E = 2.26726, Time = 2025-10-11 09:25:50.2
Prompt: E = 4.80694, Time = 2025-10-11 09:49:55.7
Delayed: E = 2.23449, Time = 2025-10-11 09:49:55.7
Prompt: E = 5.65745, Time = 2025-10-11 12:03:49.1
Delayed: E = 2.28701, Time = 2025-10-11 12:03:49.1
Prompt: E = 1.1333, Time = 2025-10-11 12:26:00.3
Delayed: E = 2.32611, Time = 2025-10-11 12:26:00.3
Prompt: E = 4.58094, Time = 2025-10-11 12:27:19.2
Delayed: E = 2.23213, Time = 2025-10-11 12:27:19.2
Prompt: E = 3.43198, Time = 2025-10-11 12:50:00.5
Delayed: E = 2.29722, Time = 2025-10-11 12:50:00.5
Prompt: E = 4.1254, Time = 2025-10-11 13:45:02.8
Delayed: E = 2.24445, Time = 2025-10-11 13:45:02.8
Prompt: E = 5.21878, Time = 2025-10-11 13:58:39.0
Delayed: E = 2.28146, Time = 2025-10-11 13:58:39.0
Prompt: E = 2.60466, Time = 2025-10-11 14:13:46.6
Delayed: E = 2.20823, Time = 2025-10-11 14:13:46.6
Prompt: E = 3.74808, Time = 2025-10-11 14:51:41.9
Delayed: E = 2.32204, Time = 2025-10-11 14:51:41.9
Prompt: E = 4.1072, Time = 2025-10-11 15:56:27.7
Delayed: E = 2.19238, Time = 2025-10-11 15:56:27.7
Prompt: E = 4.02188, Time = 2025-10-11 16:04:06.9
Delayed: E = 2.22374, Time = 2025-10-11 16:04:06.9
Prompt: E = 2.7154, Time = 2025-10-11 16:28:36.6
Delayed: E = 2.30971, Time = 2025-10-11 16:28:36.6
Prompt: E = 4.10749, Time = 2025-10-11 16:46:43.2
Delayed: E = 2.3393, Time = 2025-10-11 16:46:43.2
Prompt: E = 2.93988, Time = 2025-10-11 17:05:28.1
Delayed: E = 2.27828, Time = 2025-10-11 17:05:28.1
Prompt: E = 7.28961, Time = 2025-10-11 17:08:30.6
Delayed: E = 2.22429, Time = 2025-10-11 17:08:30.6
Prompt: E = 3.76857, Time = 2025-10-11 18:51:44.5
Delayed: E = 2.2908, Time = 2025-10-11 18:51:44.5
Prompt: E = 4.18626, Time = 2025-10-11 19:42:17.8
Delayed: E = 2.16489, Time = 2025-10-11 19:42:17.8
Prompt: E = 5.68242, Time = 2025-10-11 20:06:00.9
Delayed: E = 2.2721, Time = 2025-10-11 20:06:00.9
Prompt: E = 2.66556, Time = 2025-10-11 20:07:41.4
Delayed: E = 2.20246, Time = 2025-10-11 20:07:41.4
Prompt: E = 4.30585, Time = 2025-10-11 20:30:05.6
Delayed: E = 2.16654, Time = 2025-10-11 20:30:05.6
Prompt: E = 2.23942, Time = 2025-10-12 00:51:25.4
Delayed: E = 2.22996, Time = 2025-10-12 00:51:25.4
Prompt: E = 1.00915, Time = 2025-10-12 01:13:42.6
Delayed: E = 2.21759, Time = 2025-10-12 01:13:42.6
Prompt: E = 6.07798, Time = 2025-10-12 01:23:33.1
Delayed: E = 2.25246, Time = 2025-10-12 01:23:33.1
Prompt: E = 5.80353, Time = 2025-10-12 01:44:08.5
Delayed: E = 2.32526, Time = 2025-10-12 01:44:08.5
Prompt: E = 2.02274, Time = 2025-10-12 02:33:47.4
Delayed: E = 2.1248, Time = 2025-10-12 02:33:47.4
Prompt: E = 4.77968, Time = 2025-10-12 02:33:47.6
Delayed: E = 2.29762, Time = 2025-10-12 02:33:47.6
Prompt: E = 3.86914, Time = 2025-10-12 02:37:44.5
Delayed: E = 2.3162, Time = 2025-10-12 02:37:44.5
Prompt: E = 3.3477, Time = 2025-10-12 02:47:02.8
Delayed: E = 2.29448, Time = 2025-10-12 02:47:02.8
Prompt: E = 2.28309, Time = 2025-10-12 02:48:52.0
Delayed: E = 2.2122, Time = 2025-10-12 02:48:52.0
Prompt: E = 3.90044, Time = 2025-10-12 03:15:54.5
Delayed: E = 2.21376, Time = 2025-10-12 03:15:54.5
Prompt: E = 4.21676, Time = 2025-10-12 03:16:20.9
Delayed: E = 2.09613, Time = 2025-10-12 03:16:20.9
Prompt: E = 8.57986, Time = 2025-10-12 04:40:08.7
Delayed: E = 2.17007, Time = 2025-10-12 04:40:08.7
Prompt: E = 3.75472, Time = 2025-10-12 06:15:31.3
Delayed: E = 2.32323, Time = 2025-10-12 06:15:31.3
Prompt: E = 3.7938, Time = 2025-10-12 06:25:53.9
Delayed: E = 2.20837, Time = 2025-10-12 06:25:53.9
Prompt: E = 7.90776, Time = 2025-10-12 06:25:54.0
Delayed: E = 2.22579, Time = 2025-10-12 06:25:54.0
Prompt: E = 4.48984, Time = 2025-10-12 07:08:14.7
Delayed: E = 2.25974, Time = 2025-10-12 07:08:14.7
Prompt: E = 3.28494, Time = 2025-10-12 08:39:32.6
Delayed: E = 2.12612, Time = 2025-10-12 08:39:32.6
Prompt: E = 5.42475, Time = 2025-10-12 10:24:29.7
Delayed: E = 2.14347, Time = 2025-10-12 10:24:29.7
Prompt: E = 8.73011, Time = 2025-10-12 11:02:38.3
Delayed: E = 2.28832, Time = 2025-10-12 11:02:38.3
Prompt: E = 1.75907, Time = 2025-10-12 13:05:52.1
Delayed: E = 2.2304, Time = 2025-10-12 13:05:52.1
Prompt: E = 2.82596, Time = 2025-10-12 13:22:22.6
Delayed: E = 2.25143, Time = 2025-10-12 13:22:22.6
Prompt: E = 2.75875, Time = 2025-10-12 13:23:49.3
Delayed: E = 2.32911, Time = 2025-10-12 13:23:49.3
Prompt: E = 6.83727, Time = 2025-10-12 14:17:55.9
Delayed: E = 2.17091, Time = 2025-10-12 14:17:55.9
Prompt: E = 5.28749, Time = 2025-10-12 14:18:18.6
Delayed: E = 2.28772, Time = 2025-10-12 14:18:18.6
Prompt: E = 4.20908, Time = 2025-10-12 14:31:37.7
Delayed: E = 2.2384, Time = 2025-10-12 14:31:37.7
Prompt: E = 1.57624, Time = 2025-10-12 15:33:02.3
Delayed: E = 2.22045, Time = 2025-10-12 15:33:02.3
Prompt: E = 5.2961, Time = 2025-10-12 17:05:47.7
Delayed: E = 2.26362, Time = 2025-10-12 17:05:47.7
Prompt: E = 5.56107, Time = 2025-10-12 17:52:07.5
Delayed: E = 2.16777, Time = 2025-10-12 17:52:07.5
Prompt: E = 3.54849, Time = 2025-10-12 18:13:06.2
Delayed: E = 2.247, Time = 2025-10-12 18:13:06.2
Prompt: E = 2.03742, Time = 2025-10-12 19:03:48.7
Delayed: E = 2.28414, Time = 2025-10-12 19:03:48.7
Prompt: E = 6.72161, Time = 2025-10-12 19:12:33.3
Delayed: E = 2.14576, Time = 2025-10-12 19:12:33.3
Prompt: E = 2.70509, Time = 2025-10-12 19:33:09.3
Delayed: E = 2.26773, Time = 2025-10-12 19:33:09.3
Prompt: E = 2.90644, Time = 2025-10-12 19:38:39.2
Delayed: E = 2.13398, Time = 2025-10-12 19:38:39.2
Prompt: E = 4.39459, Time = 2025-10-12 20:13:08.9
Delayed: E = 2.28874, Time = 2025-10-12 20:13:08.9
Prompt: E = 2.85591, Time = 2025-10-12 20:14:32.9
Delayed: E = 2.27125, Time = 2025-10-12 20:14:32.9
Prompt: E = 6.32085, Time = 2025-10-12 20:38:35.5
Delayed: E = 2.21968, Time = 2025-10-12 20:38:35.5
Prompt: E = 2.89371, Time = 2025-10-12 21:24:14.8
Delayed: E = 2.2062, Time = 2025-10-12 21:24:14.8
Prompt: E = 6.08743, Time = 2025-10-12 22:30:22.8
Delayed: E = 2.1914, Time = 2025-10-12 22:30:22.8
Prompt: E = 6.49788, Time = 2025-10-12 22:41:35.4
Delayed: E = 2.27927, Time = 2025-10-12 22:41:35.4
Prompt: E = 2.3517, Time = 2025-10-13 00:03:59.8
Delayed: E = 2.33228, Time = 2025-10-13 00:03:59.8
Prompt: E = 4.38806, Time = 2025-10-13 00:37:55.1
Delayed: E = 2.30965, Time = 2025-10-13 00:37:55.1
Prompt: E = 6.47732, Time = 2025-10-13 00:41:22.4
Delayed: E = 2.11962, Time = 2025-10-13 00:41:22.4
Prompt: E = 2.12363, Time = 2025-10-13 00:56:33.6
Delayed: E = 2.25002, Time = 2025-10-13 00:56:33.6
Prompt: E = 3.18374, Time = 2025-10-13 01:05:50.4
Delayed: E = 2.25795, Time = 2025-10-13 01:05:50.4
Prompt: E = 1.98183, Time = 2025-10-13 01:09:01.8
Delayed: E = 2.20185, Time = 2025-10-13 01:09:01.8
Prompt: E = 3.83373, Time = 2025-10-13 01:38:59.3
Delayed: E = 2.2683, Time = 2025-10-13 01:38:59.3
Prompt: E = 4.32833, Time = 2025-10-13 02:13:39.5
Delayed: E = 2.13992, Time = 2025-10-13 02:13:39.5
Prompt: E = 2.99228, Time = 2025-10-13 02:41:56.7
Delayed: E = 2.16229, Time = 2025-10-13 02:41:56.7
Prompt: E = 2.99226, Time = 2025-10-13 02:56:08.3
Delayed: E = 2.36795, Time = 2025-10-13 02:56:08.3
Prompt: E = 2.08194, Time = 2025-10-13 04:28:59.8
Delayed: E = 2.31131, Time = 2025-10-13 04:28:59.8
Prompt: E = 3.56377, Time = 2025-10-13 04:29:11.7
Delayed: E = 2.18335, Time = 2025-10-13 04:29:11.7
Prompt: E = 1.21899, Time = 2025-10-13 06:01:48.7
Delayed: E = 2.2401, Time = 2025-10-13 06:01:48.7
Prompt: E = 6.38759, Time = 2025-10-13 06:15:25.4
Delayed: E = 2.19961, Time = 2025-10-13 06:15:25.4
Prompt: E = 4.04297, Time = 2025-10-13 06:22:32.4
Delayed: E = 2.31798, Time = 2025-10-13 06:22:32.4
Prompt: E = 2.24205, Time = 2025-10-13 06:50:33.9
Delayed: E = 2.19065, Time = 2025-10-13 06:50:33.9
Prompt: E = 4.53819, Time = 2025-10-13 07:33:16.0
Delayed: E = 2.24397, Time = 2025-10-13 07:33:16.0
Prompt: E = 4.60012, Time = 2025-10-13 09:54:49.4
Delayed: E = 2.20614, Time = 2025-10-13 09:54:49.4
Prompt: E = 5.63198, Time = 2025-10-13 10:02:03.6
Delayed: E = 2.20843, Time = 2025-10-13 10:02:03.6
Prompt: E = 2.26639, Time = 2025-10-13 10:12:06.3
Delayed: E = 2.2726, Time = 2025-10-13 10:12:06.3
Prompt: E = 4.13114, Time = 2025-10-13 10:53:42.5
Delayed: E = 2.16561, Time = 2025-10-13 10:53:42.5
Prompt: E = 1.70275, Time = 2025-10-13 11:56:07.2
Delayed: E = 2.29157, Time = 2025-10-13 11:56:07.2
Prompt: E = 4.08204, Time = 2025-10-13 12:38:50.5
Delayed: E = 2.20603, Time = 2025-10-13 12:38:50.5
Prompt: E = 4.6333, Time = 2025-10-13 12:45:12.1
Delayed: E = 2.32028, Time = 2025-10-13 12:45:12.1
Prompt: E = 7.84635, Time = 2025-10-13 13:23:51.3
Delayed: E = 2.29458, Time = 2025-10-13 13:23:51.3
Prompt: E = 3.35442, Time = 2025-10-13 14:05:02.9
Delayed: E = 2.20441, Time = 2025-10-13 14:05:02.9
Prompt: E = 5.28692, Time = 2025-10-13 14:10:21.3
Delayed: E = 2.17252, Time = 2025-10-13 14:10:21.3
Prompt: E = 4.54953, Time = 2025-10-13 14:17:36.5
Delayed: E = 2.18708, Time = 2025-10-13 14:17:36.5
Prompt: E = 3.27723, Time = 2025-10-13 14:17:52.1
Delayed: E = 2.25734, Time = 2025-10-13 14:17:52.1
Prompt: E = 5.3508, Time = 2025-10-13 16:17:00.1
Delayed: E = 2.23163, Time = 2025-10-13 16:17:00.1
Prompt: E = 1.84619, Time = 2025-10-13 16:42:51.7
Delayed: E = 2.23517, Time = 2025-10-13 16:42:51.7
Prompt: E = 2.0409, Time = 2025-10-13 18:40:54.9
Delayed: E = 2.05723, Time = 2025-10-13 18:40:54.9
Prompt: E = 3.45664, Time = 2025-10-13 20:36:21.4
Delayed: E = 2.24415, Time = 2025-10-13 20:36:21.4
Prompt: E = 3.10204, Time = 2025-10-13 20:38:53.2
Delayed: E = 2.27778, Time = 2025-10-13 20:38:53.2
Prompt: E = 1.27399, Time = 2025-10-13 20:56:59.2
Delayed: E = 2.21408, Time = 2025-10-13 20:56:59.2
Prompt: E = 4.058, Time = 2025-10-13 21:10:14.6
Delayed: E = 2.09283, Time = 2025-10-13 21:10:14.6
Prompt: E = 4.26133, Time = 2025-10-13 22:01:57.6
Delayed: E = 2.17106, Time = 2025-10-13 22:01:57.6
Prompt: E = 3.2278, Time = 2025-10-13 22:07:25.6
Delayed: E = 2.23678, Time = 2025-10-13 22:07:25.6
Prompt: E = 6.47725, Time = 2025-10-13 22:14:26.2
Delayed: E = 2.23339, Time = 2025-10-13 22:14:26.2
Prompt: E = 1.79741, Time = 2025-10-13 22:44:31.7
Delayed: E = 2.36165, Time = 2025-10-13 22:44:31.7
Prompt: E = 3.70195, Time = 2025-10-13 23:25:49.7
Delayed: E = 2.29157, Time = 2025-10-13 23:25:49.7
Prompt: E = 2.10506, Time = 2025-10-13 23:52:17.7
Delayed: E = 2.22589, Time = 2025-10-13 23:52:17.7
Prompt: E = 5.11327, Time = 2025-10-14 01:19:16.3
Delayed: E = 2.24148, Time = 2025-10-14 01:19:16.3
Prompt: E = 3.52652, Time = 2025-10-14 02:19:49.1
Delayed: E = 2.19754, Time = 2025-10-14 02:19:49.1
Prompt: E = 3.46474, Time = 2025-10-14 03:25:19.0
Delayed: E = 2.27709, Time = 2025-10-14 03:25:19.0
Prompt: E = 3.30298, Time = 2025-10-14 03:25:19.0
Delayed: E = 2.15958, Time = 2025-10-14 03:25:19.0
Prompt: E = 4.6894, Time = 2025-10-14 04:02:16.9
Delayed: E = 2.28373, Time = 2025-10-14 04:02:16.9
Prompt: E = 4.47489, Time = 2025-10-14 04:42:39.2
Delayed: E = 2.30853, Time = 2025-10-14 04:42:39.2
Prompt: E = 3.85436, Time = 2025-10-14 04:50:56.9
Delayed: E = 2.25226, Time = 2025-10-14 04:50:56.9
Prompt: E = 4.25124, Time = 2025-10-14 05:44:02.5
Delayed: E = 2.22699, Time = 2025-10-14 05:44:02.5
Prompt: E = 1.11912, Time = 2025-10-14 06:06:06.2
Delayed: E = 2.17928, Time = 2025-10-14 06:06:06.2
Prompt: E = 3.7681, Time = 2025-10-14 06:20:40.3
Delayed: E = 2.33208, Time = 2025-10-14 06:20:40.3
Prompt: E = 2.85095, Time = 2025-10-14 07:09:12.6
Delayed: E = 2.14614, Time = 2025-10-14 07:09:12.6
Prompt: E = 1.26414, Time = 2025-10-14 07:28:12.2
Delayed: E = 2.24574, Time = 2025-10-14 07:28:12.2
Prompt: E = 4.29279, Time = 2025-10-14 08:01:10.0
Delayed: E = 2.19126, Time = 2025-10-14 08:01:10.0
Prompt: E = 4.43877, Time = 2025-10-14 08:30:01.3
Delayed: E = 2.20469, Time = 2025-10-14 08:30:01.3
Prompt: E = 8.25607, Time = 2025-10-14 09:01:03.8
Delayed: E = 2.22054, Time = 2025-10-14 09:01:03.8
Prompt: E = 1.29393, Time = 2025-10-14 10:01:57.7
Delayed: E = 2.25991, Time = 2025-10-14 10:01:57.7
Prompt: E = 4.41512, Time = 2025-10-14 13:15:16.6
Delayed: E = 2.2619, Time = 2025-10-14 13:15:16.6
Prompt: E = 3.55987, Time = 2025-10-14 13:18:21.7
Delayed: E = 2.14764, Time = 2025-10-14 13:18:21.7
Prompt: E = 3.31322, Time = 2025-10-14 13:27:56.0
Delayed: E = 2.28629, Time = 2025-10-14 13:27:56.0
Prompt: E = 4.64222, Time = 2025-10-14 13:48:03.0
Delayed: E = 2.25724, Time = 2025-10-14 13:48:03.0
Prompt: E = 4.73513, Time = 2025-10-14 14:15:45.6
Delayed: E = 2.18183, Time = 2025-10-14 14:15:45.6
Prompt: E = 2.40933, Time = 2025-10-14 14:45:25.5
Delayed: E = 2.17985, Time = 2025-10-14 14:45:25.5
Prompt: E = 1.6544, Time = 2025-10-14 15:14:39.9
Delayed: E = 2.14223, Time = 2025-10-14 15:14:39.9
Prompt: E = 1.09299, Time = 2025-10-14 15:19:00.1
Delayed: E = 2.1982, Time = 2025-10-14 15:19:00.1
Prompt: E = 4.17634, Time = 2025-10-14 15:54:30.3
Delayed: E = 2.25636, Time = 2025-10-14 15:54:30.3
Prompt: E = 2.69836, Time = 2025-10-14 16:16:21.6
Delayed: E = 2.38243, Time = 2025-10-14 16:16:21.6
Prompt: E = 2.80834, Time = 2025-10-14 16:29:05.8
Delayed: E = 2.15733, Time = 2025-10-14 16:29:05.8
Prompt: E = 2.91131, Time = 2025-10-14 16:55:21.7
Delayed: E = 2.16087, Time = 2025-10-14 16:55:21.7
Prompt: E = 4.02046, Time = 2025-10-14 17:36:15.7
Delayed: E = 2.23031, Time = 2025-10-14 17:36:15.7
Prompt: E = 5.67655, Time = 2025-10-14 17:51:03.0
Delayed: E = 2.05595, Time = 2025-10-14 17:51:03.0
Prompt: E = 2.78774, Time = 2025-10-14 17:52:43.1
Delayed: E = 2.22002, Time = 2025-10-14 17:52:43.1
Prompt: E = 3.41582, Time = 2025-10-14 19:36:36.3
Delayed: E = 2.22418, Time = 2025-10-14 19:36:36.3
Prompt: E = 1.30725, Time = 2025-10-14 21:13:55.5
Delayed: E = 2.23233, Time = 2025-10-14 21:13:55.5
Prompt: E = 1.5121, Time = 2025-10-14 21:29:43.9
Delayed: E = 2.23901, Time = 2025-10-14 21:29:43.9
Prompt: E = 2.02499, Time = 2025-10-14 21:50:47.8
Delayed: E = 2.21735, Time = 2025-10-14 21:50:47.8
Prompt: E = 2.46307, Time = 2025-10-14 21:52:54.2
Delayed: E = 2.24514, Time = 2025-10-14 21:52:54.2
Prompt: E = 5.92837, Time = 2025-10-14 22:04:04.2
Delayed: E = 2.25846, Time = 2025-10-14 22:04:04.2
Prompt: E = 6.22467, Time = 2025-10-14 22:20:42.6
Delayed: E = 2.21198, Time = 2025-10-14 22:20:42.6
Prompt: E = 3.02168, Time = 2025-10-14 23:05:01.8
Delayed: E = 2.25882, Time = 2025-10-14 23:05:01.8
Prompt: E = 4.32447, Time = 2025-10-14 23:05:16.0
Delayed: E = 2.23327, Time = 2025-10-14 23:05:16.0
Prompt: E = 0.961704, Time = 2025-10-14 23:08:16.2
Delayed: E = 2.30889, Time = 2025-10-14 23:08:16.2
Prompt: E = 2.40596, Time = 2025-10-14 23:34:49.6
Delayed: E = 2.25953, Time = 2025-10-14 23:34:49.6
Prompt: E = 5.40068, Time = 2025-10-14 23:37:29.9
Delayed: E = 2.14269, Time = 2025-10-14 23:37:29.9
Prompt: E = 7.194, Time = 2025-10-15 00:12:12.7
Delayed: E = 2.302, Time = 2025-10-15 00:12:12.7
Prompt: E = 2.94899, Time = 2025-10-15 00:20:41.7
Delayed: E = 2.28999, Time = 2025-10-15 00:20:41.7
Prompt: E = 3.77781, Time = 2025-10-15 00:22:37.7
Delayed: E = 2.31346, Time = 2025-10-15 00:22:37.7
Prompt: E = 1.25042, Time = 2025-10-15 01:24:42.5
Delayed: E = 2.27487, Time = 2025-10-15 01:24:42.5
Prompt: E = 1.79365, Time = 2025-10-15 01:43:02.9
Delayed: E = 2.09801, Time = 2025-10-15 01:43:02.9
Prompt: E = 1.78956, Time = 2025-10-15 01:53:46.6
Delayed: E = 2.26808, Time = 2025-10-15 01:53:46.6
Prompt: E = 3.22231, Time = 2025-10-15 02:18:00.9
Delayed: E = 2.0744, Time = 2025-10-15 02:18:00.9
Prompt: E = 1.61727, Time = 2025-10-15 03:10:44.2
Delayed: E = 2.198, Time = 2025-10-15 03:10:44.2
Prompt: E = 6.092, Time = 2025-10-15 04:24:07.3
Delayed: E = 2.11714, Time = 2025-10-15 04:24:07.3
Prompt: E = 3.78073, Time = 2025-10-15 04:30:04.6
Delayed: E = 2.28397, Time = 2025-10-15 04:30:04.6
Prompt: E = 1.59454, Time = 2025-10-15 04:51:14.5
Delayed: E = 2.23723, Time = 2025-10-15 04:51:14.5
Prompt: E = 3.42951, Time = 2025-10-15 05:06:59.5
Delayed: E = 2.26743, Time = 2025-10-15 05:06:59.5
Prompt: E = 4.32432, Time = 2025-10-15 05:27:37.8
Delayed: E = 2.16346, Time = 2025-10-15 05:27:37.8
Prompt: E = 4.62872, Time = 2025-10-15 05:37:08.6
Delayed: E = 2.30561, Time = 2025-10-15 05:37:08.6
Prompt: E = 2.23212, Time = 2025-10-15 05:56:17.7
Delayed: E = 2.1969, Time = 2025-10-15 05:56:17.7
Prompt: E = 4.90305, Time = 2025-10-15 06:09:11.6
Delayed: E = 2.23658, Time = 2025-10-15 06:09:11.6
